Region,Year,Gender,ICD-10_Cause,ICD-10_Code,1-4 years,15-24 years,25-34 years,35-44 years,45-54 years,5-14 years,55-64 years,65-74 years,75-84 years,85+ years,< 1 year
Census Region 3: South,2002.0,Male,"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)",GR113-043,0.9,1.6,2.1,5.3,18.0,0.7,46.0,99.3,180.3,302.4,
Census Region 3: South,2002.0,Male,All other diseases (Residual) ,GR113-111,4.7,5.6,9.6,23.4,49.9,2.6,78.3,159.1,426.0,1405.4,40.4
Census Region 3: South,2002.0,Male,"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)",GR113-063,,,1.5,11.1,39.0,,102.1,278.0,777.6,2201.2,
Census Region 3: South,2002.0,Male,"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)",GR113-068,0.8,2.9,6.1,13.3,28.8,0.6,58.7,131.6,322.4,974.1,13.6
Census Region 3: South,2002.0,Male,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,,20.9,17.9,9.9,5.3,0.7,3.7,1.7,2.0,,
Census Region 3: South,2002.0,Male,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,2.5,3.2,3.8,4.2,4.3,0.5,2.9,2.6,2.0,,9.7
Census Region 3: South,2002.0,Male,Asthma (J45-J46),GR113-085,,0.5,0.4,0.8,1.1,0.3,1.6,2.1,4.3,10.1,
Census Region 3: South,2002.0,Male,"Atherosclerotic cardiovascular disease, so described (I25.0)",GR113-062,,,1.0,6.4,21.5,,49.8,87.7,191.1,610.6,
Census Region 3: South,2002.0,Male,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,,,,,,,,0.9,2.9,9.4,
Census Region 3: South,2002.0,Male,"Certain other intestinal infections (A04,A07-A09)",GR113-003,,,,,,,0.7,2.2,7.3,20.4,
Census Region 3: South,2002.0,Male,"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)",GR113-099,,,,,,,,,1.7,,
Census Region 3: South,2002.0,Male,"Discharge of firearms, undetermined intent (Y22-Y24)",GR113-132,,0.4,,0.3,,,,,,,
Census Region 3: South,2002.0,Male,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",GR113-066,,,,,0.3,,0.6,0.7,,,
Census Region 3: South,2002.0,Male,Emphysema (J43),GR113-084,,,,0.3,1.7,,8.6,30.4,66.2,103.8,
Census Region 3: South,2002.0,Male,"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)",GR113-131,,1.8,2.9,4.7,3.5,0.3,1.5,0.9,,,
Census Region 3: South,2002.0,Male,Falls (W00-W19),GR113-118,,0.9,1.3,2.3,4.0,,5.7,13.3,45.1,163.6,
Census Region 3: South,2002.0,Male,Heart failure (I50),GR113-067,,,0.4,1.3,5.1,,14.1,47.3,163.3,692.4,
Census Region 3: South,2002.0,Male,Hodgkin disease (C81),GR113-038,,,0.4,0.5,0.6,,0.9,1.9,2.4,,
Census Region 3: South,2002.0,Male,Hypertensive heart and renal disease (I13),GR113-057,,,,0.3,0.8,,1.6,2.6,8.6,27.0,
Census Region 3: South,2002.0,Male,Hypertensive heart disease (I11),GR113-056,,,1.3,4.8,12.0,,21.1,30.8,56.5,172.3,
Census Region 3: South,2002.0,Male,Influenza (J09-J11),GR113-077,,,,,,,,,1.1,6.1,
Census Region 3: South,2002.0,Male,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,,10.4,12.1,15.0,16.5,0.4,17.8,22.9,39.4,45.7,
Census Region 3: South,2002.0,Male,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,,6.3,9.8,10.8,9.5,0.6,5.7,4.8,5.9,10.5,
Census Region 3: South,2002.0,Male,Ischemic heart diseases (I20-I25),GR113-058,,0.5,4.6,32.5,114.2,,287.4,659.0,1593.5,4389.7,
Census Region 3: South,2002.0,Male,Leukemia (C91-C95),GR113-040,,1.4,1.5,1.9,4.4,0.8,12.7,34.8,76.9,126.3,
Census Region 3: South,2002.0,Male,Major cardiovascular diseases (I00-I78),GR113-053,1.6,4.6,15.5,62.7,191.9,0.9,460.6,1091.8,2782.9,8199.5,22.8
Census Region 3: South,2002.0,Male,Malignant melanoma of skin (C43),GR113-028,,,0.5,1.7,4.3,,7.1,13.1,22.8,35.9,
Census Region 3: South,2002.0,Male,Malignant neoplasm of bladder (C67),GR113-035,,,,0.4,1.8,,7.8,23.2,63.3,128.2,
Census Region 3: South,2002.0,Male,Malignant neoplasm of breast (C50),GR113-029,,,,,,,0.5,0.9,2.8,,
Census Region 3: South,2002.0,Male,Malignant neoplasm of esophagus (C15),GR113-021,,,,1.4,6.3,,18.6,31.8,44.2,38.4,
Census Region 3: South,2002.0,Male,Malignant neoplasm of larynx (C32),GR113-026,,,,0.4,2.3,,6.3,10.3,17.1,14.8,
Census Region 3: South,2002.0,Male,Malignant neoplasm of pancreas (C25),GR113-025,,,,1.9,7.7,,24.1,50.3,81.3,111.1,
Census Region 3: South,2002.0,Male,Malignant neoplasm of prostate (C61),GR113-033,,,,,2.5,,17.3,77.6,256.3,715.4,
Census Region 3: South,2002.0,Male,Malignant neoplasm of stomach (C16),GR113-022,,,0.5,1.2,4.0,,9.5,21.9,38.4,72.4,
Census Region 3: South,2002.0,Male,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,,,0.9,4.1,14.9,,42.4,90.7,161.2,299.6,
Census Region 3: South,2002.0,Male,Malignant neoplasms of kidney and renal pelvis (C64-C65),GR113-034,,,,1.0,5.4,,13.5,25.3,38.4,51.6,
Census Region 3: South,2002.0,Male,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",GR113-020,,,,1.0,5.0,,12.5,16.5,21.4,29.3,
Census Region 3: South,2002.0,Male,Malignant neoplasms of liver and intrahepatic bile ducts (C22),GR113-024,,,,1.6,8.9,,15.3,27.7,43.8,49.9,
Census Region 3: South,2002.0,Male,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",GR113-037,0.7,2.0,2.9,5.0,12.0,0.9,36.0,91.0,187.5,277.1,
Census Region 3: South,2002.0,Male,"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)",GR113-036,0.9,0.7,1.1,2.5,6.4,1.0,11.5,20.1,25.3,23.4,
Census Region 3: South,2002.0,Male,"Malignant neoplasms of trachea, bronchus and lung (C33-C34)",GR113-027,,,0.5,8.0,47.1,,172.7,399.1,588.2,552.5,
Census Region 3: South,2002.0,Male,Malnutrition (E40-E46),GR113-048,,,,,0.3,,1.0,2.5,10.7,48.8,
Census Region 3: South,2002.0,Male,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR113-114,5.9,47.1,35.3,29.2,26.9,5.8,24.7,27.4,42.0,65.9,4.6
Census Region 3: South,2002.0,Male,"Multiple myeloma and immunoproliferative neoplasms (C88,C90)",GR113-041,,,,0.4,2.1,,7.6,20.9,39.9,50.4,
Census Region 3: South,2002.0,Male,Non-Hodgkin lymphoma (C82-C85),GR113-039,,0.4,0.9,2.3,4.9,,14.8,33.1,68.2,96.6,
Census Region 3: South,2002.0,Male,"Nontransport accidents (W00-X59,Y86)",GR113-117,10.5,17.3,22.9,31.5,30.0,3.9,24.7,38.3,98.0,324.6,26.2
Census Region 3: South,2002.0,Male,Other acute ischemic heart diseases (I24),GR113-060,,,,0.4,2.6,,5.0,8.4,15.6,39.1,
Census Region 3: South,2002.0,Male,"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)",GR113-133,,1.4,2.7,4.4,3.4,,1.5,0.7,,,
Census Region 3: South,2002.0,Male,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)",GR113-018,,,0.5,1.4,3.3,,4.7,7.7,14.7,27.7,6.4
Census Region 3: South,2002.0,Male,"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)",GR113-123,2.5,3.0,4.2,5.9,6.7,1.0,9.8,15.6,40.7,137.4,20.4
Census Region 3: South,2002.0,Male,Other chronic liver disease and cirrhosis (K73-K74),GR113-095,,,0.4,4.4,14.3,,19.3,24.4,31.0,28.8,
Census Region 3: South,2002.0,Male,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,,,,1.2,8.0,,41.5,167.8,427.5,851.1,
Census Region 3: South,2002.0,Male,"Other diseases of arteries, arterioles and capillaries (I72-I78)",GR113-074,,,,0.3,1.3,,4.3,13.6,29.8,86.3,
Census Region 3: South,2002.0,Male,Other diseases of circulatory system (I71-I78),GR113-072,,,0.7,1.4,4.1,,13.8,42.0,91.6,190.8,
Census Region 3: South,2002.0,Male,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,0.8,0.4,0.5,1.5,4.2,,12.3,38.2,84.3,171.6,11.1
Census Region 3: South,2002.0,Male,Other disorders of circulatory system (I80-I99),GR113-075,,,0.3,0.6,1.7,,2.7,4.0,9.1,27.0,
Census Region 3: South,2002.0,Male,"Other forms of chronic ischemic heart disease (I20,I25)",GR113-061,,,2.5,17.5,60.5,,151.8,365.7,968.7,2811.8,
Census Region 3: South,2002.0,Male,Other heart diseases (I26-I51),GR113-064,1.1,3.1,6.9,15.3,34.9,0.6,74.1,181.0,489.5,1673.3,15.6
Census Region 3: South,2002.0,Male,"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)",GR113-115,,0.6,0.6,0.9,0.9,,0.6,0.7,,,
Census Region 3: South,2002.0,Male,Pneumonia (J12-J18),GR113-078,0.7,0.6,1.0,2.8,6.3,,15.0,46.5,190.9,801.4,8.9
Census Region 3: South,2002.0,Male,Renal failure (N17-N19),GR113-100,,,0.9,1.9,6.9,,17.4,47.7,136.6,413.9,7.4
Census Region 3: South,2002.0,Male,Respiratory tuberculosis (A16),GR113-005,,,,0.3,0.3,,0.7,1.4,1.9,5.2,
Census Region 3: South,2002.0,Male,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",GR113-110,1.7,2.5,4.8,7.4,10.5,0.4,10.8,18.7,55.9,276.6,124.5
Census Region 3: South,2002.0,Male,"Transport accidents (V01-V99,Y85)",GR113-113,6.0,48.7,37.2,31.9,29.7,6.1,27.3,30.2,44.6,67.7,5.0
Census Region 3: South,2002.0,Male,"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)",GR113-116,,1.1,1.3,1.8,1.9,,2.0,2.1,1.9,,
Census Region 3: South,2003.0,Female,"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)",GR113-112,10.9,24.2,19.5,26.4,26.3,5.9,23.1,35.6,88.9,270.9,25.0
Census Region 3: South,2003.0,Female,#Acute bronchitis and bronchiolitis (J20-J21),GR113-080,,,,,,,,,,2.8,
Census Region 3: South,2003.0,Female,#Alzheimer disease (G30),GR113-052,,,,,,,2.5,23.8,196.5,973.4,
Census Region 3: South,2003.0,Female,#Anemias (D50-D64),GR113-045,,0.4,0.5,0.5,0.8,,1.0,2.8,9.5,44.6,
Census Region 3: South,2003.0,Female,#Aortic aneurysm and dissection (I71),GR113-073,,,,0.4,1.2,,3.0,10.5,29.2,49.2,
Census Region 3: South,2003.0,Female,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,2.7,4.9,5.1,4.8,3.1,0.7,1.9,2.0,2.6,2.2,9.4
Census Region 3: South,2003.0,Female,#Atherosclerosis (I70),GR113-071,,,,,0.4,,1.3,5.8,25.9,152.3,
Census Region 3: South,2003.0,Female,#Cerebrovascular diseases (I60-I69),GR113-070,,0.6,1.9,6.6,16.4,,36.5,110.2,426.9,1581.3,
Census Region 3: South,2003.0,Female,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,,,,,,,,,,,354.3
Census Region 3: South,2003.0,Female,#Cholelithiasis and other disorders of gallbladder (K80-K82),GR113-096,,,,,0.4,,0.6,2.2,7.4,25.9,
Census Region 3: South,2003.0,Female,"#Chronic liver disease and cirrhosis (K70,K73-K74)",GR113-093,,,0.4,4.4,9.4,,13.3,21.9,26.9,18.4,
Census Region 3: South,2003.0,Female,#Chronic lower respiratory diseases (J40-J47),GR113-082,,0.3,0.7,2.7,9.5,,45.9,155.4,332.8,561.7,
Census Region 3: South,2003.0,Female,"#Complications of medical and surgical care (Y40-Y84,Y88)",GR113-135,,,,0.4,0.6,,1.5,3.1,5.9,11.7,
Census Region 3: South,2003.0,Female,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,3.8,1.0,1.0,1.3,1.5,1.0,2.2,1.7,4.3,6.9,140.3
Census Region 3: South,2003.0,Female,#Diabetes mellitus (E10-E14),GR113-046,,0.4,1.9,4.6,14.1,,38.9,87.6,177.3,346.2,
Census Region 3: South,2003.0,Female,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1.4,2.4,7.3,23.9,63.2,0.5,165.0,451.9,1384.2,5388.0,9.8
Census Region 3: South,2003.0,Female,#Enterocolitis due to Clostridium difficile (A04.7),GR113-136,,,,,,,0.6,2.1,8.6,23.9,
Census Region 3: South,2003.0,Female,"#Essential hypertension and hypertensive renal disease (I10,I12,I15)",GR113-069,,,0.3,1.1,2.5,,7.0,17.9,58.5,219.9,
Census Region 3: South,2003.0,Female,#Hernia (K40-K46),GR113-092,,,,,,,0.7,1.3,3.5,13.1,
Census Region 3: South,2003.0,Female,#Human immunodeficiency virus (HIV) disease (B20-B24),GR113-016,,0.7,4.9,9.6,6.3,,2.7,1.5,,,
Census Region 3: South,2003.0,Female,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR113-044,,,0.4,0.7,1.6,,4.2,9.6,29.8,71.3,
Census Region 3: South,2003.0,Female,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,,,,,,,,0.8,2.3,8.6,
Census Region 3: South,2003.0,Female,#Influenza and pneumonia (J09-J18),GR113-076,0.9,0.7,1.0,2.2,4.8,0.4,9.9,30.6,127.8,617.6,8.4
Census Region 3: South,2003.0,Female,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,,3.3,4.8,7.1,8.7,,6.8,4.5,4.4,3.7,
Census Region 3: South,2003.0,Female,#Malignant neoplasms (C00-C97),GR113-019,2.5,3.8,10.3,42.7,124.1,2.5,309.2,623.7,1016.8,1431.2,
Census Region 3: South,2003.0,Female,"#Meningitis (G00,G03)",GR113-050,,,,,0.3,,,,,,
Census Region 3: South,2003.0,Female,"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",GR113-097,,,0.9,2.1,5.0,,14.2,38.9,98.6,285.6,4.0
Census Region 3: South,2003.0,Female,#Nutritional deficiencies (E40-E64),GR113-047,,,,,0.4,,0.9,1.8,10.2,51.8,
Census Region 3: South,2003.0,Female,#Parkinson disease (G20-G21),GR113-051,,,,,,,0.9,8.2,43.9,100.6,
Census Region 3: South,2003.0,Female,#Peptic ulcer (K25-K28),GR113-090,,,,,0.5,,1.0,2.4,8.4,23.5,
Census Region 3: South,2003.0,Female,#Pneumonitis due to solids and liquids (J69),GR113-088,,,,0.4,0.8,,2.5,8.2,40.3,180.6,
Census Region 3: South,2003.0,Female,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,,0.8,1.4,0.9,,,,,,,
Census Region 3: South,2003.0,Female,#Septicemia (A40-A41),GR113-010,,0.5,0.9,2.7,6.7,,15.5,36.3,94.2,254.5,9.1
Census Region 3: South,2003.0,Female,#Tuberculosis (A16-A19),GR113-004,,,,,,,,,1.4,,
Census Region 3: South,2003.0,Female,#Viral hepatitis (B15-B19),GR113-015,,,,1.2,3.3,,3.2,4.0,4.2,2.8,
Census Region 3: South,2003.0,Female,Accidental drowning and submersion (W65-W74),GR113-120,3.0,0.3,,0.5,0.5,0.5,0.5,0.8,1.1,,
Census Region 3: South,2003.0,Female,"Accidental exposure to smoke, fire and flames (X00-X09)",GR113-121,1.6,0.5,0.6,0.7,1.1,0.6,1.1,1.8,3.5,6.5,
Census Region 3: South,2003.0,Female,Accidental poisoning and exposure to noxious substances (X40-X49),GR113-122,,2.7,5.5,11.0,9.7,,4.3,2.1,2.2,4.6,
Census Region 3: South,2003.0,Female,Acute and subacute endocarditis (I33),GR113-065,,,,0.3,0.3,,0.5,1.2,2.1,2.2,
Census Region 3: South,2003.0,Female,Acute myocardial infarction (I21-I22),GR113-059,,,0.9,5.0,15.6,,49.0,132.4,361.5,1171.3,
Census Region 3: South,2003.0,Female,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),GR113-055,,,,0.3,0.9,,1.4,4.3,9.6,16.1,
Census Region 3: South,2003.0,Female,Alcoholic liver disease (K70),GR113-094,,,,2.3,4.0,,4.5,3.6,1.9,,
Census Region 3: South,2003.0,Female,"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)",GR113-043,,1.0,1.3,4.3,12.9,0.7,29.6,63.2,113.8,203.1,
Census Region 3: South,2003.0,Female,All other diseases (Residual) ,GR113-111,4.1,5.0,9.2,17.4,34.3,2.0,63.6,141.7,437.4,1796.4,26.4
Census Region 3: South,2003.0,Female,"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)",GR113-063,,,0.9,3.7,12.6,,39.0,127.7,421.9,1698.7,
Census Region 3: South,2003.0,Female,"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)",GR113-068,1.0,1.7,3.9,8.5,16.7,0.4,34.2,85.6,248.4,908.3,7.4
Census Region 3: South,2003.0,Female,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,,3.0,3.0,2.7,1.5,0.4,1.0,0.7,1.0,,
Census Region 3: South,2003.0,Female,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,2.4,2.0,2.1,2.1,1.6,,0.9,1.2,1.6,1.9,9.4
Census Region 3: South,2003.0,Female,Asthma (J45-J46),GR113-085,,0.3,0.5,1.2,2.0,,2.5,4.1,6.7,14.0,
Census Region 3: South,2003.0,Female,"Atherosclerotic cardiovascular disease, so described (I25.0)",GR113-062,,,,1.7,5.8,,16.6,39.8,125.4,535.1,
Census Region 3: South,2003.0,Female,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,,,,,,,,0.7,1.8,9.6,
Census Region 3: South,2003.0,Female,"Certain other intestinal infections (A04,A07-A09)",GR113-003,,,,,,,0.7,2.3,9.4,26.6,
Census Region 3: South,2003.0,Female,"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)",GR113-099,,,,,,,,0.6,1.3,2.2,
Census Region 3: South,2003.0,Female,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",GR113-066,,,,,,,0.4,0.6,1.2,,
Census Region 3: South,2003.0,Female,Emphysema (J43),GR113-084,,,,,0.8,,6.6,20.6,37.4,44.7,
Census Region 3: South,2003.0,Female,"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)",GR113-131,,0.8,1.1,2.6,2.1,,0.7,0.6,,,
Census Region 3: South,2003.0,Female,Falls (W00-W19),GR113-118,,,,0.6,1.2,,3.0,8.8,31.5,117.5,
Census Region 3: South,2003.0,Female,Heart failure (I50),GR113-067,,,,0.9,2.9,,9.9,32.9,136.7,734.5,
Census Region 3: South,2003.0,Female,Hodgkin disease (C81),GR113-038,,,0.3,0.3,,,0.5,0.6,1.8,3.1,
Census Region 3: South,2003.0,Female,Hypertensive heart and renal disease (I13),GR113-057,,,,,0.3,,1.1,2.6,7.6,26.6,
Census Region 3: South,2003.0,Female,Hypertensive heart disease (I11),GR113-056,,,0.8,2.9,7.0,,11.2,21.1,59.9,253.7,
Census Region 3: South,2003.0,Female,Influenza (J09-J11),GR113-077,,,,,,,,0.9,3.5,14.1,
Census Region 3: South,2003.0,Female,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,,1.2,2.0,2.9,3.6,,3.2,2.5,2.2,,
Census Region 3: South,2003.0,Female,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,,2.0,2.8,4.2,5.1,,3.6,2.1,2.2,2.2,
Census Region 3: South,2003.0,Female,Ischemic heart diseases (I20-I25),GR113-058,,0.3,2.0,10.7,34.9,,106.3,303.7,918.7,3444.9,
Census Region 3: South,2003.0,Female,Leukemia (C91-C95),GR113-040,0.8,0.8,0.8,1.7,2.8,0.7,7.0,17.1,38.1,72.4,
Census Region 3: South,2003.0,Female,Major cardiovascular diseases (I00-I78),GR113-053,1.8,3.2,9.9,32.4,84.7,0.7,215.6,604.2,1949.1,7473.9,12.6
Census Region 3: South,2003.0,Female,Malignant melanoma of skin (C43),GR113-028,,,0.3,0.9,2.1,,3.9,5.2,10.0,12.8,
Census Region 3: South,2003.0,Female,Malignant neoplasm of bladder (C67),GR113-035,,,,,0.6,,2.3,6.7,17.1,39.5,
Census Region 3: South,2003.0,Female,Malignant neoplasm of breast (C50),GR113-029,,,2.2,13.3,32.6,,56.7,77.9,118.7,190.5,
Census Region 3: South,2003.0,Female,Malignant neoplasm of cervix uteri (C53),GR113-030,,,1.2,3.7,4.8,,6.5,6.0,7.7,9.7,
Census Region 3: South,2003.0,Female,Malignant neoplasm of esophagus (C15),GR113-021,,,,,1.1,,2.9,7.6,11.7,13.4,
Census Region 3: South,2003.0,Female,Malignant neoplasm of larynx (C32),GR113-026,,,,,0.5,,1.3,2.5,2.3,2.4,
Census Region 3: South,2003.0,Female,Malignant neoplasm of ovary (C56),GR113-032,,,0.5,2.2,7.4,,18.1,33.2,53.8,54.3,
Census Region 3: South,2003.0,Female,Malignant neoplasm of pancreas (C25),GR113-025,,,,0.9,5.0,,15.1,38.0,66.0,103.1,
Census Region 3: South,2003.0,Female,Malignant neoplasm of stomach (C16),GR113-022,,,,1.0,2.2,,4.7,8.5,19.6,38.6,
Census Region 3: South,2003.0,Female,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,,,0.8,3.0,10.7,,25.1,54.4,107.8,229.2,
Census Region 3: South,2003.0,Female,"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)",GR113-031,,,,0.6,2.3,,7.8,16.6,23.8,31.6,
Census Region 3: South,2003.0,Female,Malignant neoplasms of kidney and renal pelvis (C64-C65),GR113-034,,,,0.5,1.8,,5.5,11.6,17.8,26.5,
Census Region 3: South,2003.0,Female,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",GR113-020,,,,0.5,1.1,,2.8,5.1,9.0,16.8,
Census Region 3: South,2003.0,Female,Malignant neoplasms of liver and intrahepatic bile ducts (C22),GR113-024,,,,0.6,2.3,,5.6,12.8,21.8,30.2,
Census Region 3: South,2003.0,Female,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",GR113-037,0.8,1.4,1.6,3.3,7.2,0.9,19.7,53.0,112.3,177.3,
Census Region 3: South,2003.0,Female,"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)",GR113-036,0.8,0.5,0.9,1.9,3.5,0.7,8.3,12.8,15.3,13.5,
Census Region 3: South,2003.0,Female,"Malignant neoplasms of trachea, bronchus and lung (C33-C34)",GR113-027,,,0.4,5.7,26.1,,93.4,208.5,288.4,238.5,
Census Region 3: South,2003.0,Female,Malnutrition (E40-E46),GR113-048,,,,,0.3,,0.8,1.8,9.9,48.6,
Census Region 3: South,2003.0,Female,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR113-114,4.1,19.2,11.5,11.5,11.0,3.9,10.7,13.8,21.8,26.7,4.0
Census Region 3: South,2003.0,Female,"Multiple myeloma and immunoproliferative neoplasms (C88,C90)",GR113-041,,,,,1.5,,4.7,14.5,26.5,33.1,
Census Region 3: South,2003.0,Female,Non-Hodgkin lymphoma (C82-C85),GR113-039,,0.4,0.5,1.0,2.7,,7.4,20.7,45.8,68.6,
Census Region 3: South,2003.0,Female,"Nontransport accidents (W00-X59,Y86)",GR113-117,6.6,4.4,7.3,14.4,14.8,1.6,11.9,21.3,66.4,243.7,20.7
Census Region 3: South,2003.0,Female,Other acute ischemic heart diseases (I24),GR113-060,,,,0.3,0.9,,1.7,3.8,9.8,39.8,
Census Region 3: South,2003.0,Female,"Other acute lower respiratory infections (J20-J22,U04)",GR113-079,,,,,,,,,,3.5,
Census Region 3: South,2003.0,Female,"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)",GR113-133,,0.7,1.1,2.5,2.1,,0.7,0.5,,,
Census Region 3: South,2003.0,Female,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)",GR113-018,,,0.3,1.0,1.8,,3.0,5.6,12.0,20.2,4.9
Census Region 3: South,2003.0,Female,"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)",GR113-123,1.5,0.5,0.7,1.5,2.2,0.3,2.9,7.6,28.0,114.0,16.8
Census Region 3: South,2003.0,Female,Other chronic liver disease and cirrhosis (K73-K74),GR113-095,,,,2.1,5.4,,8.7,18.2,24.9,17.6,
Census Region 3: South,2003.0,Female,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,,,,1.3,6.6,,36.6,130.0,286.8,493.4,
